ID,Age,Height,Weight,Position,PreferredFoot,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating,Prospect
TRAIN_0163,1,0.477272727,0.46,1,1,0.5,0.5,0.67742474,0.521124801,0.446431824,0.548387784,0.272725179,0.438598932,0.554054536,0.6044,0.675684675,0.555558117,0.505880185,0.655168403,0.392855663,0.378055339,0.464791065,0.641977343,0.790121939,0.725002819,0.666663289,0.413793103,0.783787893,0.513515734,0.661289753,0.6,0.454538609,0.602408755,0.324678765,0.341776946,0.651160249,0.520545423,0.733330276,0.536225085,0.316445856,0.30263173,0.355265485,0,0.0684949672,0.0144940916,0.0540495033,0.133338027,0.591548427,0.642853265,0.647066713,0.647066713,0.647066713,0.642853265,0.626860994,0.632351021,0.544116542,0.632351021,0.531245493,0.437497949,0.531245493,0.499994531,0.399997785,0.499994531,0.0597014925,0
TRAIN_0164,1,0.295454545,0.38,0.642857143,0,1,0.5,0.661298759,0.380278524,0.571430306,0.709683944,0.727274821,0.614032084,0.824333163,0.49451,0.594593952,0.611110471,0.399995906,0.770115793,0.44047767,0.30488086,0.507051252,0.777774115,0.777784609,0.712497822,0.719995136,0.620689655,0.810808072,0.351347465,0.629040044,0.674996203,0.530304008,0.506027127,0.740263611,0.721516731,0.662790062,0.575340889,0.426664679,0.681161512,0.708857194,0.815790377,0.789480083,0.121618247,0.123283708,0.115939544,0.121617396,0.053339904,0.577462472,0.714282612,0.676472232,0.676472232,0.676472232,0.714282612,0.701491034,0.720585035,0.661764232,0.720585035,0.81249376,0.718743506,0.81249376,0.796869702,0.723077605,0.796869702,0.134328358,0
TRAIN_0165,1,0.727272727,0.9,0.0714285714,1,0.5,0.5,0.290323299,0.0704231383,0.17857273,0.193551134,0.772725179,0.754385026,0.351357458,0.16484,0.824333163,0.4027805,0.258820278,0.321842119,0.238099677,0.268299108,0.267604467,0.493830416,0.444441029,0.462500384,0.200002027,0.620689655,0.175681839,0.297294799,0.37097173,0.637503164,0.893930592,0.228915536,0.54545856,0.708862452,0.290701614,0.150693286,0.320001376,0.376805841,0.759485828,0.828943302,0.75,0,0.0410945693,0.144927727,0.121617396,0.0799981227,0.352118034,0.328570653,0.338236116,0.338236116,0.338236116,0.328570653,0.328363221,0.367648979,0.397054245,0.367648979,0.624998613,0.609369019,0.624998613,0.671876538,0.738463413,0.671876538,0.0895522388,0
TRAIN_0166,0.6,0.704545455,0.7,0.357142857,1,0.5,0.5,0.403227422,0.450701662,0.589280293,0.500005323,0.227274821,0.350877005,0.0945998977,0.04396,0.0810907231,0.208329971,0.0352913481,0.0344842172,0.107144337,0.0731744795,0.183107756,0.111107449,0.246910544,0.099998975,0.266669369,0.224132414,0.0540606282,0.324326267,0.0161307414,0.124993672,0.651509284,0.0481960546,0.155848457,0.0632936773,0.0581381368,0.191784132,0.0666674311,0.246376289,0.0632914245,0.0526345914,0.0921017728,0.716212199,0.643830993,0.768107723,0.608111034,0.720006571,0.056333539,0.0571413061,0.0588222145,0.0588222145,0.0588222145,0.0571413061,0.0746300401,0.0735319723,0.0882330839,0.0735319723,0.0625020801,0.0781261963,0.0625020801,0.062496582,0.0769179645,0.062496582,0.656716418,1
TRAIN_0167,0.8,0.590909091,0.54,0.0714285714,1,0.5,0.5,0.500005565,0.0985966753,0.499993929,0.500005323,0.757571221,0.578941173,0.675684675,0.21978,0.837842337,0.652783382,0.211768559,0.609200021,0.392855663,0.30488086,0.492960579,0.641977343,0.629634184,0.6000041,0.479996757,0.534488276,0.581085875,0.162157999,0.709681977,0.499994937,0.621205276,0.289155364,0.63636464,0.708862452,0.430237515,0.410965997,0.466672018,0.521742268,0.734171511,0.828943302,0.776316371,0.0945998977,0.0548007956,0.130433636,0.040543141,0.0933389654,0.436623483,0.528570653,0.500005588,0.500005588,0.500005588,0.528570653,0.537309423,0.573531972,0.558823845,0.573531972,0.734371707,0.671876538,0.734371707,0.749991797,0.753849221,0.749991797,0.0895522388,0
TRAIN_0168,0.8,0.568181818,0.5,0,0,1,0,0.483879584,0.478875199,0.625004554,0.500005323,0.393945326,0.29824599,0.648654434,0.53846,0.608115018,0.680553794,0.588233488,0.632189499,0.595233656,0.46341276,0.661977663,0.61728802,0.629634184,0.587499103,0.559999595,0.413793103,0.527025247,0.5,0.354840989,0.362496836,0.333333333,0.650604809,0.467534331,0.329111527,0.581392299,0.671238709,0.573335321,0.637676975,0.468354288,0.486841352,0.407898227,0.0135091746,0.109589536,0.0434690863,0,0.119997184,0.549300843,0.614288041,0.617650017,0.617650017,0.617650017,0.614288041,0.656715248,0.617648979,0.602935019,0.617648979,0.531245493,0.499994531,0.531245493,0.515624146,0.446155209,0.515624146,0.0597014925,0
TRAIN_0169,0.8,0.568181818,0.44,0.357142857,1,0.5,0.5,0.403227422,0.492961968,0.517856059,0.483877836,0.181812948,0.421048126,0.108109072,0.04396,0.0540604821,0.111116235,0.0588223253,0.0574736953,0.107144337,0.109756231,0.0704297004,0.0493786465,0.135802849,0.174998206,0.173331036,0.224132414,0.256762646,0.283779065,0.403221439,0.037493039,0.196970675,0.0361418,0.233761646,0.0379739785,0.0581381368,0.150693286,0.0800032107,0.231881443,0.0759429498,0.0789518871,0.0921017728,0.716212199,0.684925562,0.710144545,0.662160537,0.706665728,0.0281719103,0.0285652245,0.029405519,0.029405519,0.029405519,0.0285652245,0.0447757853,0.0294149654,0.0441219096,0.0294149654,0.0468710132,0.031248291,0.0468710132,0.0468779053,0.0461574248,0.0468779053,0.671641791,1
TRAIN_0170,0.6,0.5,0.64,1,1,0.5,0.5,0.725813811,0.704231383,0.535718189,0.709683944,0.121208632,0.350877005,0.45946653,0.75824,0.702703024,0.680553794,0.752940093,0.770115793,0.642855663,0.426831008,0.549299607,0.790124271,0.814817092,0.762497309,0.760001621,0.56896,0.743247489,0.689189467,0.483875146,0.524993672,0.378783967,0.710844636,0.298704023,0.113921936,0.779066336,0.547943156,0.880000917,0.695644329,0.202525799,0.197373994,0.131581856,0.108109072,0.123283708,0.101445453,0.0945926443,0.053339904,0.718311742,0.742858694,0.77941949,0.77941949,0.77941949,0.742858694,0.761188349,0.720585035,0.617642323,0.720585035,0.468754507,0.406249658,0.468754507,0.437497949,0.307694012,0.437497949,0.119402985,1
TRAIN_0171,0.4,0.431818182,0.42,0,1,0.5,0.5,0.645161649,0.36620246,0.517856059,0.532260297,0.303033095,0.263155078,0.594593952,0.47253,0.486484879,0.583340058,0.494119815,0.655168403,0.547622007,0.548781157,0.577469121,0.654316511,0.740741879,0.712497822,0.746666126,0.18966069,0.41892426,0.378378934,0.290318023,0.524993672,0.227274683,0.506027127,0.337660617,0.341776946,0.476745838,0.50685231,0.479996331,0.536225085,0.303794331,0.434206761,0.394734515,0.0675696567,0.0548007956,0.0144940916,0.121617396,0.119997184,0.478871067,0.585711959,0.558827803,0.558827803,0.558827803,0.585711959,0.597017933,0.588234014,0.529409239,0.588234014,0.531245493,0.437497949,0.531245493,0.499994531,0.369226168,0.499994531,0.0746268657,1
TRAIN_0172,0.4,0.431818182,0.52,0,1,0.5,0.5,0.629035669,0.535211569,0.446431824,0.612908377,0.196966905,0.438598932,0.581084777,0.63736,0.500005946,0.555558117,0.588233488,0.735631576,0.523811003,0.512199405,0.366203682,0.69135599,0.703709396,0.725002819,0.679998784,0.379310345,0.756757579,0.472968532,0.645159011,0.449997469,0.545450634,0.626506782,0.324678765,0.227843871,0.651160249,0.479454577,0.706670183,0.44926804,0.21518859,0.342101949,0.263152659,0,0.0136941715,0.115939544,0.0810742549,0.0933389654,0.591548427,0.657141306,0.647066713,0.647066713,0.647066713,0.657141306,0.641793718,0.632351021,0.529409239,0.632351021,0.48437448,0.390620044,0.48437448,0.437497949,0.35384036,0.437497949,0.0597014925,1
TRAIN_0173,0.6,0.477272727,0.42,0.0714285714,0,0.5,0.5,0.354838351,0.169019814,0.446431824,0.193551134,0.666670505,0.473679141,0.662163608,0.25275,0.621624193,0.569449088,0.270590884,0.298852641,0.36904466,0.30488086,0.549299607,0.432101614,0.617286607,0.3999959,0.359997568,0.413793103,0.621626278,0.378378934,0.709681977,0.462501898,0.5,0.277111591,0.558440412,0.645568774,0.279071801,0.328772798,0.520003669,0.565214776,0.696194403,0.73683849,0.71053097,0.121618247,0.0410945693,0.0434690863,0.0675678926,0.0666690133,0.338032079,0.385711959,0.352944464,0.352944464,0.352944464,0.385711959,0.388060537,0.426468028,0.441176155,0.426468028,0.624998613,0.593750342,0.624998613,0.64061731,0.646148563,0.64061731,0.0746268657,0
TRAIN_0174,0.6,0.340909091,0.34,0.714285714,1,1,0.5,0.725813811,0.0845099068,0.285709082,0.370964136,0.454549642,0.385967916,0.581084777,0.23077,0.405406048,0.388889529,0.258820278,0.528736848,0.38095534,0.256094215,0.253525626,0.469130105,0.802469515,0.775002306,0.57333509,0.310344828,0.648646457,0.108105332,0.564517079,0.537498102,0.333333333,0.228915536,0.532465669,0.50632714,0.511624348,0.342465911,0.413340366,0.347828179,0.50632013,0.539475944,0.53946903,0.0405394156,0.0821891387,0.0579631779,0.0810742549,0.106668075,0.352118034,0.471429347,0.426475026,0.426475026,0.426475026,0.471429347,0.432836322,0.485297958,0.397054245,0.485297958,0.562496533,0.437497949,0.562496533,0.562502051,0.476926826,0.562502051,0.0746268657,1
TRAIN_0175,1,0.545454545,0.48,0.0714285714,1,0.5,0.5,0.403227422,0.0422603055,0.267859094,0.306454188,0.681824463,0.596491979,0.297296976,0.18681,0.702703024,0.541667147,0.22352893,0.413789457,0.166666667,0.292686942,0.42254271,0.543209063,0.506178912,0.562499359,0.479996757,0.482758621,0.459464664,0.202694931,0.806454651,0.512499367,0.636362658,0.156631936,0.610389897,0.696208172,0.279071801,0.205488752,0.333337156,0.333333333,0.708857194,0.710521195,0.684214598,0.0135091746,0.123283708,0.0289881832,0.108111034,0.0666690133,0.338032079,0.371423918,0.367652811,0.367652811,0.367652811,0.371423918,0.388060537,0.411765986,0.441176155,0.411765986,0.60937864,0.609369019,0.60937864,0.64061731,0.692305988,0.64061731,0.0895522388,0
TRAIN_0176,0.6,0.454545455,0.42,0,1,1,0.5,0.580646597,0.563385106,0.696428788,0.580642758,0.454549642,0.36841711,0.662163608,0.64835,0.540545362,0.777779059,0.635295442,0.701147359,0.63095534,0.487811571,0.760565047,0.654316511,0.69136182,0.675003331,0.693334279,0.413793103,0.581085875,0.540536932,0.37097173,0.412494305,0.439391983,0.650604809,0.389610103,0.303791828,0.639530435,0.630136356,0.640002752,0.62318213,0.443028705,0.69736827,0.592101773,0.0945998977,0.0136941715,0.130433636,0.0810742549,0.119997184,0.605634382,0.685717388,0.676472232,0.676472232,0.676472232,0.685717388,0.716412564,0.676468028,0.661764232,0.676468028,0.60937864,0.578120728,0.60937864,0.593750342,0.507687366,0.593750342,0.0895522388,1
TRAIN_0177,1,0.318181818,0.36,1,0,0.5,0,0.548394636,0.563385106,0.499993929,0.532260297,0.227274821,0.280705885,0.662163608,0.62637,0.662163608,0.555558117,0.623535071,0.609200021,0.571422653,0.487811571,0.436621551,0.641977343,0.679014243,0.625003844,0.733330631,0.499994483,0.716217175,0.5675684,0.532255596,0.412494305,0.257578691,0.662648582,0.441559588,0.189869893,0.627911552,0.520545423,0.653338532,0.536225085,0.278480014,0.342101949,0.21053097,0.0945998977,0.0410945693,0.101445453,0.0135063623,0.0933389654,0.591548427,0.628576082,0.632358365,0.632358365,0.632358365,0.628576082,0.626860994,0.617648979,0.529409239,0.617648979,0.468754507,0.390620044,0.468754507,0.437497949,0.35384036,0.437497949,0.0746268657,0
TRAIN_0178,0.6,0.568181818,0.52,0.357142857,1,0.5,0.5,0.354838351,0.464788431,0.589280293,0.467739703,0.696966905,0.403508021,0.0945998977,0.07692,0.0540604821,0.166668588,0.0941136734,0.103452652,0.0952336565,0.121950149,0.253525626,0.172836251,0.567906548,0.587499103,0.39999392,0.258626207,0.324323229,0.324326267,0.548386337,0.124993672,0.409087975,0.0722940819,0.129873714,0.101267656,0.0697679502,0.50685231,0.133334862,0.246376289,0.101257266,0.0921048113,0.0789491136,0.675672783,0.657537219,0.768107723,0.648642148,0.693336619,0.11267736,0.171423918,0.161758296,0.161758296,0.161758296,0.171423918,0.194035865,0.176468028,0.161758865,0.176468028,0.140624133,0.109374487,0.140624133,0.140622778,0.107689581,0.140622778,0.656716418,1
TRAIN_0179,0.8,0.340909091,0.28,0,0,0.5,0.5,0.661298759,0.549298338,0.696428788,0.677418325,0.454549642,0.438598932,0.716224091,0.6044,0.540545362,0.708335735,0.588233488,0.770115793,0.654755986,0.597567802,0.704226019,0.728395469,0.716056973,0.750002562,0.760001621,0.586206897,0.729727264,0.594589598,0.0967726743,0.537498102,0.484842617,0.638561036,0.480516183,0.455698882,0.697679502,0.712329555,0.679998624,0.681161512,0.481005813,0.552628868,0.473683629,0.0405394156,0.0684949672,0.0579631779,0,0.0399990613,0.633806292,0.728570653,0.735294446,0.735294446,0.735294446,0.728570653,0.746266819,0.735297958,0.691178839,0.735297958,0.656249653,0.593750342,0.656249653,0.624998633,0.507687366,0.624998633,0.0597014925,1
TRAIN_0180,0.4,0.454545455,0.52,0.5,0,0.5,0.5,0.661298759,0.42253883,0.303571212,0.51613281,0.121208632,0.385967916,0.45946653,0.53846,0.364866633,0.388889529,0.482349208,0.678157881,0.44047767,0.390249256,0.253525626,0.555559218,0.728394303,0.750002562,0.679998784,0.448275862,0.594595964,0.5,0.16129564,0.512499367,0.469695992,0.409635018,0.311685875,0.177215613,0.697679502,0.452056844,0.546663762,0.420290378,0.202525799,0.236844214,0.236847341,0.108109072,0.0410945693,0.0724572695,0.0675678926,0.133338027,0.535214888,0.585711959,0.588233322,0.588233322,0.588233322,0.585711959,0.567163678,0.573531972,0.441176155,0.573531972,0.4218724,0.296875171,0.4218724,0.390620044,0.261536587,0.390620044,0.0895522388,0
TRAIN_0181,0.8,0.636363636,0.74,0.0714285714,0,0,1,0.419364532,0.126759508,0.428569694,0.403229755,0.787879137,0.877187162,0.378387699,0.21978,0.810812096,0.666662824,0.294121862,0.49425263,0.285711327,0.341462612,0.633808149,0.679016822,0.481483759,0.6000041,0.373333063,0.551724138,0.324323229,0.310810533,0.693551236,0.699994937,0.893930592,0.265057336,0.870137325,0.835449806,0.244182361,0.342465911,0.559999541,0.507247423,0.810125727,0.763155786,0.75,0,0.0136941715,0.0724572695,0.0675678926,0.0133291093,0.422537528,0.442853265,0.455880545,0.455880545,0.455880545,0.442853265,0.492533638,0.5,0.573531148,0.5,0.718751733,0.765621411,0.718751733,0.749991797,0.815381378,0.749991797,0.0447761194,0
TRAIN_0182,0.8,0.431818182,0.42,0.285714286,1,0.5,0.5,0.467742474,0.338028923,0.535718189,0.500005323,0.545450358,0.473679141,0.378387699,0.30769,0.581084777,0.666662824,0.364704558,0.597705282,0.535711327,0.597567802,0.647886991,0.679016822,0.567906548,0.612498847,0.520003243,0.448275862,0.540545471,0.581084134,0.564517079,0.524993672,0.439391983,0.626506782,0.623382788,0.531646839,0.534883975,0.575340889,0.440000459,0.478257732,0.569611554,0.644733679,0.578949114,0.0405394156,0.0136941715,0.101445453,0.135135785,0.026669952,0.492957022,0.557146735,0.573536151,0.573536151,0.573536151,0.557146735,0.611939463,0.573531972,0.617642323,0.573531972,0.60937864,0.609369019,0.60937864,0.593750342,0.584616407,0.593750342,0.0597014925,1
TRAIN_0183,0.6,0.318181818,0.42,0,1,0.5,0.5,0.435490512,0.507048736,0.499993929,0.629035864,0.212120863,0.210524063,0.608115018,0.59341,0.500005946,0.555558117,0.588233488,0.747126315,0.547622007,0.53658724,0.507051252,0.69135599,0.64198176,0.499994875,0.786662478,0.362063448,0.716217175,0.527021198,0.16129564,0.299994937,0.257578691,0.602408755,0.428577737,0.25316357,0.593022112,0.561647776,0.626666972,0.478257732,0.278480014,0.276314434,0.28946903,0.121618247,0.136989934,0.130433636,0.0540495033,0.0399990613,0.549300843,0.642853265,0.632358365,0.632358365,0.632358365,0.642853265,0.641793718,0.617648979,0.544116542,0.617648979,0.45312344,0.390620044,0.45312344,0.406249658,0.32307982,0.406249658,0.0895522388,1
TRAIN_0184,0.6,0.386363636,0.34,0.785714286,1,0.5,0.5,0.532257526,0.30986609,0.321433342,0.403229755,0.151516547,0.263155078,0.472975705,0.45055,0.472975705,0.430550912,0.388235535,0.528736848,0.345233656,0.317074777,0.464791065,0.567898386,0.617286607,0.650003587,0.626666937,0.18966069,0.459464664,0.283779065,0.338710247,0.4,0.333333333,0.421689273,0.285711132,0.164550194,0.488375652,0.383568264,0.440000459,0.391300687,0.202525799,0.26316151,0.355265485,0.027030241,0.0136941715,0.115939544,0.135135785,0.0666690133,0.422537528,0.499994571,0.470588893,0.470588893,0.470588893,0.499994571,0.477612107,0.485297958,0.411761548,0.485297958,0.39062136,0.312493848,0.39062136,0.375001367,0.276922395,0.375001367,0.0447761194,1
TRAIN_0185,0.6,0.681818182,0.72,0.0714285714,0,0.5,0.5,0.483879584,0.140846277,0.303571212,0.322581675,0.787879137,0.70175401,0.25675756,0.24176,0.824333163,0.583340058,0.282351255,0.402294718,0.345233656,0.280493025,0.521130093,0.543209063,0.592591454,0.612498847,0.493332252,0.56896,0.324323229,0.324326267,0.629040044,0.562496836,0.742421309,0.228915536,0.740263611,0.74683643,0.279071801,0.205488752,0.559999541,0.608699313,0.772148619,0.828943302,0.802632742,0.121618247,0.123283708,0.101445453,0.040543141,0.106668075,0.408451573,0.4,0.411766678,0.411766678,0.411766678,0.4,0.417914792,0.441180952,0.485287329,0.441180952,0.656249653,0.687495215,0.656249653,0.703124829,0.784609761,0.703124829,0.119402985,0
TRAIN_0186,0.4,0.522727273,0.42,0.357142857,1,0.5,0.5,0.37097546,0.521124801,0.553568176,0.500005323,0.13636259,0.210524063,0.0810907231,0.05495,0.0810907231,0.138886647,0.0235309772,0.0459789563,0.0833333333,0.109756231,0.0704297004,0.0246893233,0.0740752126,0.174998206,0.173331036,0.155166897,0.324323229,0.297294799,0.548386337,0.0249987344,0.409087975,0.0481960546,0.155848457,0.113921936,0.0116298134,0.136988666,0.159994955,0.27536598,0.0253143166,0.0526345914,0.0263163712,0.68919385,0.71232596,0.739132728,0.5,0.720006571,0.0281719103,0.0142880408,0.0147083478,0.0147083478,0.0147083478,0.0142880408,0.0298542548,0.0147020415,0.0294146064,0.0147020415,0.03125104,0.031248291,0.03125104,0.0156296142,0.0615432331,0.0156296142,0.626865672,1
TRAIN_0187,0.4,0.363636364,0.34,0,1,1,0.5,0.67742474,0.549298338,0.625004554,0.693556457,0.303033095,0.29824599,0.608115018,0.65934,0.445945464,0.680553794,0.600004094,0.724136837,0.642855663,0.658537388,0.591547963,0.765434947,0.802469515,0.712497822,0.840004459,0.56896,0.891888879,0.513515734,0.338710247,0.575001266,0.196970675,0.590364982,0.480516183,0.379750925,0.697679502,0.698636442,0.733330276,0.666666667,0.392400072,0.368419245,0.355265485,0.108109072,0.0684949672,0.0724572695,0.135135785,0.0799981227,0.619720337,0.728570653,0.720586099,0.720586099,0.720586099,0.728570653,0.746266819,0.720585035,0.661764232,0.720585035,0.593747573,0.515624146,0.593747573,0.546872437,0.399997785,0.546872437,0.119402985,1
TRAIN_0188,1,0.545454545,0.56,0.0714285714,0,0,0.5,0.306460408,0.028173537,0.446431824,0.322581675,0.833329495,0.596491979,0.243248386,0.16484,0.918921169,0.805560999,0.211768559,0.298852641,0.202377993,0.23170638,0.661977663,0.765434947,0.432103699,0.487500128,0.306665721,0.551724138,0.513515157,0.162157999,0.758062427,0.474996203,0.636362658,0.144577682,0.701295977,0.784810409,0.348839751,0.342465911,0.400004587,0.579709622,0.797462935,0.855260597,0.828949114,0.121618247,0.109589536,0.130433636,0.121617396,0.0399990613,0.394365618,0.414288041,0.426475026,0.426475026,0.426475026,0.414288041,0.477612107,0.470585035,0.588238452,0.470585035,0.687500693,0.765621411,0.687500693,0.73437312,0.815381378,0.73437312,0.119402985,0
TRAIN_0189,0.2,0.295454545,0.26,0,1,0.5,0.5,0.661298759,0.30986609,0.428569694,0.467739703,0.378791368,0.210524063,0.445945464,0.40659,0.378387699,0.527776177,0.388235535,0.563221065,0.42856699,0.451218843,0.507051252,0.543209063,0.765437032,0.725002819,0.85332982,0.275862069,0.8648687,0.364863199,0.596778561,0.487500633,0.136362658,0.4457873,0.36363536,0.455698882,0.476745838,0.50685231,0.49333211,0.44926804,0.43037718,0.473688428,0.381581856,0.135139313,0.0136941715,0.0434690863,0.040543141,0.026669952,0.422537528,0.528570653,0.514702759,0.514702759,0.514702759,0.528570653,0.537309423,0.529414965,0.499994632,0.529414965,0.51562552,0.453127563,0.51562552,0.499994531,0.399997785,0.499994531,0.0447761194,1
TRAIN_0190,0.8,0.545454545,0.56,1,1,0.5,0.5,0.693550721,0.619721476,0.517856059,0.612908377,0.227274821,0.491229948,0.527036187,0.7033,0.662163608,0.638892411,0.647055813,0.678157881,0.654755986,0.46341276,0.507051252,0.703706145,0.777784609,0.750002562,0.760001621,0.499994483,0.689186861,0.635136801,0.500005887,0.624998734,0.560608017,0.650604809,0.324678765,0.316457247,0.697679502,0.561647776,0.653338532,0.710139175,0.303794331,0.236844214,0.236847341,0.121618247,0.0274003978,0.0579631779,0.0540495033,0.026669952,0.661978203,0.685717388,0.705888927,0.705888927,0.705888927,0.685717388,0.701491034,0.676468028,0.602935019,0.676468028,0.531245493,0.453127563,0.531245493,0.484375854,0.384611976,0.484375854,0.0746268657,1
TRAIN_0191,0.8,0.386363636,0.44,0.142857143,1,0.5,0.5,0.532257526,0.295779322,0.571430306,0.532260297,0.727274821,0.578941173,0.567575603,0.36264,0.675684675,0.694444765,0.376475164,0.62069476,0.48808932,0.329268694,0.746486205,0.679016822,0.617286607,0.662498334,0.57333509,0.465522759,0.675676771,0.459452798,0.693551236,0.612494305,0.484842617,0.421689273,0.753245463,0.708862452,0.465116025,0.479454577,0.466672018,0.507247423,0.746834302,0.789473082,0.763163712,0.0675696567,0.136989934,0.0579631779,0.0945926443,0.0666690133,0.492957022,0.571423918,0.558827803,0.558827803,0.558827803,0.571423918,0.597017933,0.602936055,0.632349626,0.602936055,0.734371707,0.718743506,0.734371707,0.73437312,0.723077605,0.73437312,0.104477612,0
TRAIN_0192,1,0.340909091,0.42,0.928571429,1,0.5,0.5,0.548394636,0.140846277,0.196422717,0.322581675,0.530307916,0.350877005,0.445945464,0.30769,0.432436289,0.291664265,0.22352893,0.482757891,0.30952233,0.30488086,0.225356112,0.469130105,0.666666667,0.637498591,0.5466641,0.344827586,0.351353543,0.0540526662,0.403221439,0.612494305,0.242421309,0.325297164,0.480516183,0.607594796,0.418607701,0.315068178,0.400004587,0.289848797,0.582274345,0.578946163,0.592101773,0.0540604821,0.136989934,0.0579631779,0.0270247516,0.119997184,0.323946124,0.428565224,0.39705833,0.39705833,0.39705833,0.428565224,0.402982067,0.441180952,0.382346942,0.441180952,0.562496533,0.453127563,0.562496533,0.562502051,0.492301557,0.562502051,0.0746268657,0
TRAIN_0193,0.6,0.477272727,0.46,0,1,0.5,1,0.564520617,0.30986609,0.464281811,0.435484729,0.515153958,0.473679141,0.445945464,0.3956,0.594593952,0.5972195,0.341173581,0.551726326,0.476188997,0.390249256,0.521130093,0.604937865,0.679014243,0.650003587,0.613331442,0.448275862,0.56756565,0.391884397,0.387102471,0.499994937,0.439391983,0.4819291,0.675321235,0.49367286,0.523254162,0.534250043,0.440000459,0.318838488,0.544297238,0.631580755,0.5,0.0405394156,0.0136941715,0.144927727,0.108111034,0.026669952,0.478871067,0.542858694,0.544119455,0.544119455,0.544119455,0.542858694,0.567163678,0.558819048,0.544116542,0.558819048,0.5781276,0.562502051,0.5781276,0.578120728,0.553844791,0.578120728,0.0597014925,0
TRAIN_0194,0.6,0.568181818,0.48,0,1,0.5,0.5,0.532257526,0.436625598,0.642854541,0.548387784,0.515153958,0.526310157,0.608115018,0.51648,0.581084777,0.722226705,0.55294214,0.655168403,0.523811003,0.487811571,0.690147177,0.703706145,0.666666667,0.625003844,0.5466641,0.482758621,0.378383857,0.513515734,0.500005887,0.624998734,0.469695992,0.5180709,0.649357531,0.556966537,0.651160249,0.671238709,0.533339449,0.608699313,0.518982921,0.578946163,0.605265485,0.027030241,0.0274003978,0.115939544,0.121617396,0.0799981227,0.563386798,0.642853265,0.647066713,0.647066713,0.647066713,0.642853265,0.686569503,0.676468028,0.661764232,0.676468028,0.656249653,0.64061731,0.656249653,0.64061731,0.584616407,0.64061731,0.0746268657,1
TRAIN_0195,1,0.227272727,0.38,0.0714285714,0,0.5,0,0.564520617,0.253519016,0.517856059,0.532260297,0.696966905,0.70175401,0.675684675,0.34066,0.581084777,0.611110471,0.305882233,0.62069476,0.416666667,0.46341276,0.605638635,0.666666667,0.64198176,0.675003331,0.640002432,0.551724138,0.702707085,0.472968532,0.596778561,0.662501898,0.666666667,0.301209618,0.779220206,0.74683643,0.488375652,0.410965997,0.533339449,0.536225085,0.708857194,0.750002862,0.697367258,0.0810788313,0.0684949672,0.144927727,0.0675678926,0.0666690133,0.492957022,0.571423918,0.544119455,0.544119455,0.544119455,0.571423918,0.567163678,0.602936055,0.588238452,0.602936055,0.734371707,0.703124829,0.734371707,0.73437312,0.723077605,0.73437312,0.0895522388,0
TRAIN_0196,0.8,0.431818182,0.44,0,1,0.5,0.5,0.709676701,0.605634707,0.571430306,0.677418325,0.166670505,0.350877005,0.594593952,0.71429,0.648654434,0.625001441,0.647055813,0.724136837,0.571422653,0.451218843,0.563378449,0.765434947,0.790121939,0.775002306,0.826668964,0.56896,0.797297982,0.581084134,0.500005887,0.58749557,0.166666667,0.650604809,0.662339383,0.25316357,0.662790062,0.643840976,0.573335321,0.681161512,0.316445856,0.157903774,0.105265485,0.0675696567,0.123283708,0.0579631779,0.121617396,0.053339904,0.647892248,0.728570653,0.735294446,0.735294446,0.735294446,0.728570653,0.731345288,0.720585035,0.617642323,0.720585035,0.51562552,0.437497949,0.51562552,0.46874624,0.338465628,0.46874624,0.104477612,0
TRAIN_0197,1,0.568181818,0.48,0.357142857,1,0.5,0.5,0.467742474,0.535211569,0.750003036,0.51613281,0.181812948,0.508770052,0.0810907231,0.04396,0.121630139,0.222220941,0.0470619543,0.0689684344,0.0833333333,0.0853683968,0.183107756,0.160497083,0.148150425,0.174998206,0.266669369,0.327591724,0.310813139,0.405400131,0.467744404,0.124993672,0.31817595,0.0481960546,0.233761646,0.0506282583,0.0697679502,0.150693286,0.0666674311,0.362323025,0.0632914245,0.105269183,0.0789491136,0.770272681,0.726020131,0.898554547,0.72972843,0.73333568,0.0845054493,0.0714293469,0.0882389101,0.0882389101,0.0882389101,0.0714293469,0.0895515705,0.0882340138,0.102940387,0.0882340138,0.0781220532,0.0937448731,0.0781220532,0.0781261963,0.0923037728,0.0781261963,0.731343284,0
